,load,tput
0,0.1,0.08848940915660332
1,0.2,0.16897498747364242
2,0.30000000000000004,0.21285703747884174
3,0.4,0.2777049621000029
4,0.5,0.2962401058666811
5,0.6,0.3279808565019796
6,0.7000000000000001,0.3365614815346446
7,0.8,0.35710979691708244
8,0.9,0.36173314403353524
9,1.0,0.3797044086531381
10,1.1,0.3791074134960296
11,1.2000000000000002,0.3717540490681147
12,1.3000000000000003,0.35333787542350714
13,1.4000000000000001,0.3394527833121094
14,1.5000000000000002,0.3084208338277267
15,1.6,0.29126006921952013
16,1.7000000000000002,0.30445435378508007
17,1.8000000000000003,0.28984444141410237
18,1.9000000000000001,0.30097410156180493
19,2.0,0.27242396521856543
20,2.1,0.2755061317345747
21,2.2,0.2533118204942336
22,2.3000000000000003,0.23276302351820588
23,2.4000000000000004,0.21678919412639908
24,2.5000000000000004,0.22049203981834617
25,2.6,0.2011455240531826
26,2.7,0.16856850611114105
27,2.8000000000000003,0.17080834308749174
28,2.9000000000000004,0.1528428487430315
29,3.0000000000000004,0.14217379925779933
30,3.1,0.11968361536147117
31,3.2,0.10787720957969785
32,3.3000000000000003,0.10909363355676154
33,3.4000000000000004,0.1258411632129283
34,3.5000000000000004,0.09727795578486208
35,3.6,0.07975276157391058
36,3.7,0.09845217527767058
37,3.8000000000000003,0.08561207645344618
38,3.9000000000000004,0.06489447437138149
39,4.0,0.06381720830164833
40,4.1,0.07735294707060349
41,4.2,0.04029533508938543
42,4.3,0.08198963560137694
43,4.3999999999999995,0.05617726543684731
44,4.5,0.05826179510479597
45,4.6,0.05456770618365423
46,4.7,0.024732477384916414
47,4.8,0.038671046016247254
48,4.9,0.03526696493950256
49,5.0,0.034427107683686634
50,5.1,0.040746756009913905
51,5.2,0.03173095343353964
52,5.3,0.020394443465451155
53,5.4,0.011380836226037465
54,5.5,0.015704928523133394
55,5.6,0.008585858585858586
56,5.7,0.034185037676498775
57,5.8,0.013286412512218964
58,5.9,0.035604729923989886
59,6.0,0.015353037766830868
60,6.1,0.01021630874572051
61,6.2,0.009475806451612903
62,6.3,0.014799880525686976
63,6.4,0.003125
64,6.5,0.007019704433497536
65,6.6,0.007019704433497536
66,6.7,0.0
67,6.8,0.007019704433497536
68,6.9,0.011294429708222812
69,7.0,0.0035714285714285713
70,7.1,0.0
71,7.2,0.004166666666666667
72,7.3,0.0
73,7.4,0.008347826086956523
74,7.5,0.004545454545454545
75,7.6,0.004
76,7.7,0.011703703703703706
77,7.8,0.0
78,7.9,0.004347826086956522
79,8.0,0.0
80,8.1,0.0
81,8.2,0.0
82,8.3,0.0
83,8.4,0.0
84,8.5,0.0
85,8.6,0.004347826086956522
86,8.7,0.0
87,8.8,0.0
88,8.9,0.0
89,9.0,0.0
90,9.1,0.0
91,9.2,0.0
92,9.3,0.0
93,9.4,0.0
94,9.5,0.0
95,9.6,0.0
96,9.700000000000001,0.0
97,9.8,0.0
98,9.9,0.0
