,age,delay,load,tput
0,15.919276117058388,1.1135231834780757,0.1,0.09612983770287142
1,20.14858197511533,19.731869322378724,0.301010101010101,0.2976279650436954
2,112.55327797473197,113.20353888318839,0.502020202020202,0.3438202247191011
3,154.6329824589631,164.4455326481313,0.703030303030303,0.34032459425717854
4,202.42343005051808,211.48660639816475,0.904040404040404,0.33782771535580525
5,243.9881696103971,258.3391613015322,1.105050505050505,0.34856429463171035
6,282.01513004488197,304.7088776573428,1.3060606060606061,0.3560549313358302
7,285.19982792460377,311.76988508863553,1.507070707070707,0.3660424469413234
8,308.5601750105296,339.21772541334053,1.708080808080808,0.3610486891385768
9,321.93707589282786,349.0368033642834,1.9090909090909092,0.3667915106117353
10,327.0939473452253,353.29323139865727,2.11010101010101,0.36004993757802745
11,338.26380541993376,358.8302472290651,2.311111111111111,0.35730337078651686
12,345.73309916264344,373.21018240921893,2.512121212121212,0.3805243445692884
13,348.98155069206683,377.4138340972047,2.713131313131313,0.37827715355805247
14,354.48427372008626,380.4328753524889,2.914141414141414,0.3762796504369538
15,370.97466711094626,392.01588280474215,3.1151515151515152,0.36554307116104867
16,377.0104257197926,391.4741764709873,3.316161616161616,0.3635455680399501
17,379.0419645256943,400.56853200789794,3.517171717171717,0.37328339575530584
18,383.2663763653826,399.1661247825449,3.7181818181818183,0.3682896379525593
19,382.17046063776445,407.98556153352854,3.919191919191919,0.37553058676654183
20,390.3658487235318,416.6898441634613,4.1202020202020195,0.3675405742821473
21,388.7303887279765,407.1845542907703,4.32121212121212,0.36179775280898874
22,394.65525393130645,421.6980652454182,4.522222222222221,0.3715355805243446
23,399.1375367038235,426.4908481868812,4.723232323232323,0.35930087390761545
24,398.54093287050637,417.7540166710446,4.924242424242424,0.3890137328339575
25,400.79840202968455,416.84054506732093,5.125252525252525,0.37553058676654183
26,409.8224441019286,436.6442870067458,5.326262626262626,0.3563046192259675
27,405.642116134399,418.608576373604,5.5272727272727264,0.3732833957553059
28,402.92951996858585,423.7936805950797,5.728282828282827,0.38701622971285893
29,409.3311599487068,438.32345845296004,5.929292929292929,0.35405742821473163
30,412.74728996372687,435.47891749908024,6.13030303030303,0.38102372034956306
31,414.4278414330864,443.7396315257838,6.331313131313131,0.37553058676654183
32,417.84886771818475,444.92998962300317,6.532323232323232,0.36404494382022473
33,415.6352230794012,439.67973793889394,6.7333333333333325,0.36229712858926344
34,416.4380363113907,452.3540176937302,6.934343434343433,0.3627965043695381
35,418.80569787589076,443.1963558272999,7.135353535353534,0.36803995006242196
36,415.8959138882331,432.70014119864055,7.336363636363636,0.3770287141073658
37,418.8222942540351,444.12613680742754,7.537373737373737,0.37278401997503124
38,420.3826441700679,443.43253365553755,7.738383838383838,0.36953807740324596
39,417.2595521764465,442.7273018732218,7.939393939393939,0.37378277153558054
40,424.4386309576383,454.86736063708287,8.14040404040404,0.3602996254681648
41,423.6830931080764,448.3636157994362,8.341414141414141,0.3732833957553059
42,426.8798001608051,446.91623861855476,8.542424242424241,0.3652933832709114
43,425.79580672328075,451.2961920987107,8.743434343434343,0.3717852684144819
44,422.43490166675673,442.02355551019184,8.944444444444443,0.37627965043695377
45,427.9440941184703,449.62259796582896,9.145454545454545,0.3805243445692884
46,428.58548146527045,454.2980345673178,9.346464646464646,0.384769038701623
47,430.8786283022047,456.35228317518033,9.547474747474746,0.37328339575530584
48,429.29361234245226,448.1217471941316,9.748484848484848,0.36953807740324596
49,428.184714944386,459.0723371387468,9.949494949494948,0.3780274656679151
50,430.0330618626106,456.81500930799655,10.15050505050505,0.37053682896379525
51,431.38543963675863,449.70832777093,10.35151515151515,0.3645443196004993
52,427.41042495044803,453.2843533394257,10.552525252525252,0.3805243445692884
53,430.0711184278915,458.0056717271601,10.753535353535353,0.3890137328339576
54,433.3374949175346,453.7029485362812,10.954545454545453,0.37103620474406995
55,432.54164511701646,459.40897096318884,11.155555555555555,0.3602996254681648
56,430.9214923122662,455.44686398133365,11.356565656565655,0.35505617977528087
57,434.7993199280489,467.07196373381765,11.557575757575757,0.3822721598002497
58,435.2389486017079,464.0612679524591,11.758585858585858,0.37128589263420725
59,433.48783019397524,455.7466595158433,11.959595959595958,0.3725343320848939
60,437.8958810032341,464.04875503442173,12.16060606060606,0.37852684144818977
61,438.3005753010555,471.5356493674,12.36161616161616,0.3620474406991261
62,437.57680198289154,463.5628589321341,12.562626262626262,0.3740324594257179
63,438.79385195767554,471.6655009443351,12.763636363636362,0.3670411985018726
64,435.70310912576224,462.7077408633888,12.964646464646464,0.3750312109862672
65,439.1221840903836,467.8642654867891,13.165656565656565,0.35755305867665416
66,438.2858941473836,460.81286245464617,13.366666666666665,0.3757802746566791
67,439.63583584361515,465.3628485791839,13.567676767676767,0.3675405742821473
68,439.2878998091572,461.45466683302874,13.768686868686867,0.3830212234706617
69,439.0999930734109,462.81656721539457,13.969696969696969,0.3692883895131086
70,441.71012305578176,477.874390435054,14.170707070707069,0.35680399500624216
71,438.68375989782527,469.16702870103416,14.37171717171717,0.37103620474406995
72,439.2964954674741,456.6675277752412,14.572727272727272,0.3880149812734083
73,441.3272400074487,469.1027910199684,14.773737373737372,0.3805243445692884
74,440.5847687843758,469.47738092867746,14.974747474747474,0.3745318352059925
75,438.162498251227,456.00932544037244,15.175757575757574,0.3762796504369538
76,441.8642627357225,470.95862011753843,15.376767676767676,0.3810237203495631
77,439.7397215688528,459.8251765530308,15.577777777777778,0.3740324594257179
78,441.5312266502043,465.45123505836875,15.778787878787877,0.3767790262172285
