i,timestamp,t_time,collisions
1,105.91237253295212,127,0
1,106.00891381442437,128,0
1,106.0665067291338,129,0
1,106.40485284826417,130,0
1,107.63098505623132,131,0
1,108.16688385010202,132,0
1,108.61402375452175,133,0
1,110.37811113940127,134,0
1,112.96793722817827,135,0
1,113.01503649914537,136,0
1,113.27981877532704,137,0
1,113.70832638879648,138,0
1,115.39554466652042,139,0
1,119.62856027375018,140,0
1,123.1014160119832,141,0
1,125.45475081607957,142,0
1,125.80651820047478,143,0
1,130.63623835312492,144,0
1,131.55351015883878,145,0
1,132.44203887155052,146,0
1,135.73268785361276,147,0
1,135.74970347505766,148,0
1,136.94201925625842,149,0
1,138.62230166249162,150,0
1,139.3352581514781,151,0
1,139.74167101295785,152,0
1,141.3063275630153,153,0
1,141.4086293454069,154,0
1,141.9920895309468,155,0
1,142.72595949130485,156,0
1,143.90998723055304,157,0
1,144.00527171592313,158,0
1,144.26373096688943,159,0
1,145.4042554253999,160,0
2,1.0200509014887222,163,1
2,2.216158702622092,164,0
2,2.278273998547408,166,1
2,3.3771864786054477,167,0
2,4.487783911899828,168,0
2,4.723990617233835,169,0
2,4.862019304866285,170,0
2,5.24098127100276,171,0
2,5.693083327349147,174,2
2,6.537511108000057,175,0
2,7.114835418929653,176,0
2,11.569332799538707,177,0
2,11.676967912073998,178,0
2,11.911269427706955,179,0
2,12.087182981141558,180,0
2,13.145925706047974,181,0
2,13.438006240955243,183,1
2,14.065947822029436,184,0
2,14.3462248357323,185,0
2,16.83180716197176,186,0
2,19.372111647576247,187,0
2,19.458882136451496,188,0
2,19.784222548174874,189,0
2,19.793623301978275,190,0
2,21.640950956254994,191,0
2,22.682731615002613,192,0
2,24.524014067789984,193,0
2,24.831531791508723,194,0
2,25.338731916608992,195,0
2,26.143529306852763,196,0
2,26.323781558426592,197,0
2,26.785512449723612,199,1
2,26.94385395532408,200,0
2,27.786936991064774,201,0
2,30.306219130615318,202,0
2,31.55882665961392,203,0
2,38.32422039365365,204,0
2,38.48609048035191,205,0
2,40.511999273093885,206,0
2,40.68932485220507,207,0
2,41.645291267853935,208,0
2,41.7774749779814,209,0
2,43.66140387786076,210,0
2,45.308122970928,211,0
2,46.15000391941047,212,0
2,46.67287394873817,213,0
2,46.74454933866461,214,0
2,47.939987907213236,215,0
2,48.54428698351008,217,1
2,50.81412702604155,218,0
2,55.45377969759105,219,0
2,55.69827072397258,221,1
2,56.78617515620853,222,0
2,57.091780056250094,223,0
2,57.11264726947188,224,0
2,58.53303073296905,225,0
2,58.91871843589686,226,0
2,59.40235682816939,227,0
2,60.28985874725909,228,0
2,62.06800206980334,229,0
2,63.05950634826811,230,0
2,65.12032757265699,231,0
2,65.43990222964976,232,0
2,67.0396216891646,233,0
2,67.19995578473727,234,0
2,71.20790560005092,235,0
2,71.85870294335373,236,0
2,72.54664641770555,237,0
2,73.56683350541708,238,0
2,74.0266248280366,239,0
2,74.173849862572,240,0
2,75.90048323253795,241,0
2,76.11101651839587,242,0
2,76.82706183679974,243,0
2,77.0810732215681,244,0
2,77.1840415834797,245,0
2,79.16593194860474,246,0
2,82.77487291056019,247,0
2,86.01483596808335,248,0
2,86.87977407773475,249,0
2,86.9765715504587,250,0
2,89.39058802059454,251,0
2,89.47720501825958,252,0
2,91.08853703391135,253,0
2,93.18517328804627,254,0
2,93.28329281245485,255,0
2,93.8389517297043,256,0
2,94.47992528397941,257,0
2,95.34789526127591,258,0
2,96.60753644028296,259,0
2,96.63497853864413,260,0
2,97.94950063038374,261,0
2,99.40606083909923,262,0
2,99.41587527913822,263,0
2,99.46261018089555,264,0
2,99.83377189603205,265,0
2,101.61470656462238,266,0
2,103.25988998287683,267,0
2,104.28160833071398,268,0
2,104.74063625712908,269,0
2,105.11569820467362,270,0
2,106.73435927018706,271,0
2,106.80741092376621,272,0
2,107.95807351022066,273,0
2,108.43728620503262,274,0
2,109.44221952446432,275,0
2,112.05786042362406,276,0
2,113.98159901114302,277,0
2,114.67011289907124,278,0
2,114.83540591477617,279,0
2,115.37580861768389,280,0
2,115.5165537709968,281,0
2,116.44319236788307,282,0
2,116.92576758407301,283,0
2,119.18324437108569,284,0
2,122.61886773911024,285,0
2,123.41047684468231,286,0
2,123.73181714650828,287,0
2,124.6288701624859,288,0
2,126.89958028543694,289,0
2,127.42169159673828,290,0
2,128.22482838333045,291,0
2,128.5418057602548,292,0
2,129.14959052994783,293,0
2,130.49703934681105,294,0
2,131.63808267739347,295,0
2,132.6119612850467,296,0
2,133.85165938140517,297,0
2,134.08097655909418,298,0
2,134.49906821996498,299,0
2,135.62682866543838,300,0
2,137.74073547377267,301,0
2,138.5252921700501,302,0
2,138.85755279927727,303,0
2,138.8882545702049,304,0
2,140.1272910804677,305,0
2,140.13520642784852,306,0
2,140.6015034467832,307,0
2,141.35766969450307,308,0
2,141.54976526673772,309,0
2,142.04264403163202,310,0
2,145.0821755877543,311,0
2,145.43889184608352,312,0
2,145.61380210716763,313,0
2,147.7880350248155,314,0
2,148.37933781190634,315,0
2,150.76395319200714,316,0
2,150.93858098146362,317,0
2,152.0206828547762,318,0
2,152.60097244817396,319,0
2,152.68054260063545,320,0
2,153.8727948420672,321,0
2,154.15701458934254,322,0
2,154.19743616672744,323,0
2,154.7635657152816,324,0
0,2.0518052711289476,327,1
0,2.9750284169330166,328,0
0,3.7622295692502874,330,1
0,4.3132780603457865,335,2
0,5.351437355289396,336,0
0,5.926956554458036,337,0
0,8.150480967490692,338,0
0,11.465393149544505,339,0
0,11.948995250446758,340,0
0,13.517891390415926,341,0
0,14.270565499952514,342,0
0,15.109998346691338,343,0
0,17.70825250061678,344,0
0,17.781937855529627,345,0
0,17.873098884648627,346,0
0,17.893524471332853,347,0
0,19.68101215094774,348,0
0,21.186796382812958,349,0
0,23.22711066375851,350,0
0,24.097646482313124,351,0
0,26.232476951773574,353,1
0,27.411859880746643,354,0
0,28.703769143707923,355,0
0,29.399568602303113,356,0
0,32.52503684532334,357,0
0,33.55783386357857,358,0
0,34.10922986171511,359,0
0,35.04163273513912,360,0
0,35.06101251412377,361,0
0,35.41993973063174,362,0
0,36.49925992669458,363,0
0,36.84185954754589,364,0
0,37.80423460878647,365,0
0,38.364195682981425,366,0
0,38.61105495929634,367,0
0,39.45403374102102,368,0
0,40.055712721891204,369,0
0,43.57019134201496,370,0
0,44.71132923550107,371,0
0,44.80048352418718,372,0
0,44.858555884304785,373,0
0,45.52766960480223,374,0
0,47.65633972923695,375,0
0,51.40303418605052,376,0
0,52.36447374955139,377,0
0,53.14644946624863,378,0
0,55.07480958415441,379,0
0,56.436741320040014,380,0
0,57.087972050402875,381,0
0,59.08201128572353,382,0
0,59.20704387395715,383,0
0,59.93556770842293,384,0
0,60.07720973935442,385,0
0,61.339022417399924,386,0
0,61.84330234904024,387,0
0,62.67668059927292,388,0
0,62.87913935885322,389,0
0,63.03561512550176,390,0
0,63.705155708628865,391,0
0,64.14461110349603,392,0
0,66.9652469462778,393,0
0,68.41480172856284,394,0
0,69.79576480566806,395,0
0,72.13625676864315,396,0
0,73.53112587196351,397,0
0,75.30074572870153,398,0
0,75.77722431064902,399,0
0,75.87875838960386,400,0
0,76.17466025540477,401,0
0,77.07098944660144,402,0
0,77.71816414426306,403,0
0,78.38746701142385,404,0
0,79.00090609826262,405,0
0,79.74448930025748,406,0
0,80.32791306848038,407,0
0,82.2427553278177,408,0
0,82.8109258083372,409,0
3,0.2900828648143589,412,0
3,1.358155054613502,413,0
3,1.5068673260017929,415,1
3,1.7257479287068334,416,0
3,2.1857618942665535,417,0
3,3.9060935460445974,418,0
3,4.008238432709161,419,0
3,5.8280573571041705,420,0
3,5.9290921399094065,422,1
3,9.678123590613996,423,0
3,10.310460193279377,424,0
3,14.072387365398917,425,0
3,15.000865866682354,426,0
3,16.345111131369073,427,0
3,16.385087433852583,428,0
3,16.717497679149204,429,0
3,16.845554440623733,430,0
3,17.19673052748726,432,1
3,17.323119169206365,433,0
3,18.53962781755525,434,0
3,18.879974562266355,435,0
3,19.44787871244346,436,0
3,20.858903131701464,437,0
3,21.363246933641687,438,0
3,23.626980492284762,439,0
3,24.645639211431043,440,0
3,26.867146168921337,441,0
3,28.006754121762565,442,0
3,28.603133527541285,443,0
3,32.44614032138832,444,0
3,32.56966696836001,445,0
3,34.0264855309632,446,0
3,34.55720802270612,447,0
3,35.68249005188526,448,0
3,35.73440260645297,449,0
3,36.1893144615988,450,0
3,36.2060822319441,451,0
3,36.46841153305165,452,0
3,37.91620561951604,453,0
3,40.800817348116034,454,0
3,42.18710870432084,456,1
3,42.601721252151556,457,0
3,43.27418175883124,458,0
3,43.68816068199699,459,0
3,43.8859901808276,460,0
3,44.07350913916353,461,0
3,44.69610648538351,462,0
3,46.772137510651696,463,0
3,49.65668179780267,464,0
3,49.86202956789817,465,0
3,52.91521421083987,466,0
3,54.07832750579025,467,0
3,54.321045998642795,468,0
3,57.26552619794833,470,1
1,146.4041294324194,473,1
1,147.05354015515894,474,0
1,147.38761523472527,476,1
1,147.65996646857042,477,0
1,148.38256870794888,482,2
1,148.841320011591,483,0
1,149.45108218314095,484,0
1,149.86278276411227,485,0
1,153.385934026188,486,0
1,153.5291572985677,487,0
1,153.6309729415822,488,0
1,154.05164061854742,489,0
1,154.94574651594934,490,0
1,156.02213696436058,492,1
1,156.52840092031846,493,0
1,163.76187792137975,494,0
1,164.19557738831023,495,0
1,165.47357954004482,496,0
1,166.48853849359978,497,0
1,168.16547323597493,498,0
1,171.90462181243842,499,0
