i,timestamp,t_time,collisions,base_t_time,satellite,sat_r_time
2,5219.5157874302495,5233,0,5234,9,5234.738254204118
2,5221.933300387428,5235,0,5236,9,5236.7382874801515
0,5233.776540712074,5241,0,5242,9,5242.738387316356
2,5243.832702111701,5245,0,5246,9,5246.738453880576
0,5249.69635124815,5251,0,5252,9,5252.738553737028
4,5260.3035936986325,5262,0,5263,9,5263.738736838722
0,5257.000376478015,5266,0,5267,9,5267.738803431266
3,5245.107978842463,5273,1,5274,9,5274.7389199811905
0,5257.808180158892,5280,0,5281,9,5281.739036547614
1,5276.977586497025,5283,1,5284,9,5284.7390865097
5,5238.19282621918,5307,3,5308,9,5308.739486315362
0,5272.071483577634,5311,1,5312,9,5312.739552968458
4,5275.894234395934,5312,2,5313,9,5313.739569632572
0,5278.305574891339,5319,0,5320,9,5320.739686290767
3,5310.19265315319,5321,1,5322,9,5322.7397196247
5,5245.400786165384,5322,0,5323,9,5323.73973629217
5,5258.117059097944,5326,0,5327,9,5327.739802965406
3,5322.133403580673,5329,0,5330,9,5330.739852973854
0,5280.827313591147,5334,0,5335,9,5335.739936327976
4,5334.598214828143,5335,0,5336,9,5336.739952999805
5,5296.206622907377,5338,0,5339,9,5339.740003017306
1,5279.929867924034,5357,2,5358,9,5358.740319864827
1,5304.370016959229,5358,0,5359,9,5359.740336544361
1,5321.281204864017,5359,0,5360,9,5360.740353224229
0,5357.729862858026,5365,0,5366,9,5366.740453310464
5,5353.07357348474,5367,0,5368,9,5368.740486675218
1,5348.953742494777,5368,0,5369,9,5369.740503358096
0,5377.476708232392,5384,0,5385,9,5385.7407703296185
2,5262.269512559143,5395,3,5396,9,5396.740953922145
5,5393.864014657701,5398,0,5399,9,5399.741003999845
4,5389.302341652148,5403,0,5404,9,5404.74108746935
0,5399.034590355383,5405,0,5406,9,5406.741120859487
2,5264.652526465307,5409,0,5410,9,5410.741187643762
5,5403.487141799935,5418,0,5419,9,5419.741337927883
2,5284.721433502766,5419,0,5420,9,5420.741354627785
2,5307.8910477298305,5428,0,5429,9,5429.741504941891
2,5318.572713114732,5434,0,5435,9,5435.741605166279
4,5433.401807157108,5443,0,5444,9,5444.741755525321
3,5430.393658627401,5445,0,5446,9,5446.741788942101
2,5352.958125573945,5447,0,5448,9,5448.741822360211
2,5361.987279250376,5448,0,5449,9,5449.741839069764
1,5439.896432808048,5449,0,5450,9,5450.74185577965
0,5435.50429080792,5450,0,5451,9,5451.741872489869
2,5399.764430629484,5457,0,5458,9,5458.741989470704
5,5454.086934164646,5463,1,5464,9,5464.742089752947
3,5473.754858296867,5474,0,5475,9,5475.742273634774
2,5444.042186303656,5476,1,5477,9,5477.742307072149
0,5454.33791477367,5480,1,5481,9,5481.742373950878
1,5472.510599997461,5487,1,5488,9,5488.742491001422
2,5477.079447768023,5488,0,5489,9,5489.742507724255
4,5474.231579871821,5490,1,5491,9,5491.742541170915
5,5454.431161110066,5494,1,5495,9,5495.742608068211
1,5487.599408097721,5495,0,5496,9,5496.742624793363
3,5481.09947705762,5496,1,5497,9,5497.7426415188465
3,5489.263698211882,5497,0,5498,9,5498.7426582446615
2,5485.230860928396,5498,0,5499,9,5499.742674970808
4,5494.192978740848,5504,0,5505,9,5505.742775334641
0,5493.536703046491,5508,0,5509,9,5509.7428422504845
3,5505.9550529982935,5512,0,5513,9,5513.742909171625
1,5490.564109952809,5517,1,5518,9,5518.742992830495
3,5507.458144639931,5520,0,5521,9,5521.743043029786
0,5501.583350729824,5522,0,5523,9,5523.743076497634
3,5524.740950750821,5530,0,5531,9,5531.74321038225
0,5509.866126703368,5532,0,5533,9,5533.743243856709
5,5485.464707242223,5536,1,5537,9,5537.743310809592
5,5512.694782107921,5540,0,5541,9,5541.743377767761
3,5534.649455471719,5543,0,5544,9,5544.743427989853
3,5535.426061349922,5544,0,5545,9,5545.743444731212
2,5532.258752068727,5545,0,5546,9,5546.7434614729
3,5540.299003019527,5547,0,5548,9,5548.743494957267
5,5513.160833336691,5552,0,5553,9,5553.74357867396
5,5521.707093191309,5553,0,5554,9,5554.743595418288
5,5523.001173626363,5554,0,5555,9,5555.743612162946
1,5551.206650436216,5555,0,5556,9,5556.743628907935
0,5547.561302621684,5556,0,5557,9,5557.743645653253
3,5543.810984847617,5560,0,5561,9,5561.743712637824
1,5558.486221275401,5565,0,5566,9,5566.743796375956
5,5538.415532186141,5566,0,5567,9,5567.743813124571
5,5546.524385902269,5567,0,5568,9,5568.743829873516
5,5565.838636574453,5571,0,5572,9,5572.743896872591
1,5577.732368555005,5582,0,5583,9,5583.744081147225
0,5583.660081643479,5587,0,5588,9,5588.744164921593
2,5581.622730587726,5590,0,5591,9,5591.744215190163
1,5578.252317740689,5598,0,5599,9,5599.744349254158
0,5589.394360832642,5603,0,5604,9,5604.744433054842
4,5593.0391209339505,5606,0,5607,9,5607.744483339197
2,5608.502629568649,5615,0,5616,9,5616.744634210007
4,5610.833676542655,5618,0,5619,9,5619.744684506189
4,5624.625928130454,5627,0,5628,9,5628.7448354124635
2,5621.962688855133,5629,0,5630,9,5630.744868950801
1,5593.345312125827,5641,1,5642,9,5642.74507020838
0,5621.150400000403,5642,1,5643,9,5643.745086981976
1,5600.6435816274325,5646,0,5647,9,5647.745154079638
2,5638.221184084266,5648,0,5649,9,5649.745187630435
2,5644.816992348362,5650,0,5651,9,5651.745221182543
1,5643.5653412839065,5653,0,5654,9,5654.74527151316
3,5643.233695451176,5654,0,5655,9,5655.745288290688
0,5659.053676055732,5661,0,5662,9,5662.745405742551
4,5653.739631800897,5665,0,5666,9,5666.745472865103
5,5602.21147167958,5666,2,5667,9,5667.745489646559
5,5604.268514449,5682,0,5683,9,5683.745758194336
3,5681.321463933965,5683,0,5684,9,5684.745774981351
4,5682.568672299768,5684,0,5685,9,5685.745791768693
1,5669.42467204542,5685,0,5686,9,5686.745808556362
5,5652.9022087464255,5687,0,5688,9,5688.745842132679
2,5693.96450164179,5698,0,5699,9,5699.746026825778
4,5690.913201256191,5701,0,5702,9,5702.74607720348
5,5666.438102525141,5702,0,5703,9,5703.7460939967
5,5674.014844316151,5704,0,5705,9,5705.746127584119
2,5700.405336687501,5716,0,5717,9,5717.746329136034
2,5701.177258873643,5717,0,5718,9,5718.746345934146
2,5706.3303137725925,5720,0,5721,9,5721.74639633044
5,5682.451238628704,5723,1,5724,9,5724.746446729666
0,5701.009900328886,5730,2,5731,9,5731.746564339263
2,5707.7309055942405,5735,0,5736,9,5736.74664835589
5,5711.191274760153,5738,0,5739,9,5739.746698769773
3,5709.169283165493,5745,1,5746,9,5746.746816413555
1,5743.174616833683,5746,0,5747,9,5747.746833221112
3,5716.075763536169,5757,0,5758,9,5758.747018125693
1,5753.01947450982,5766,0,5767,9,5767.747169440513
1,5768.360168207772,5774,0,5775,9,5775.747303964664
5,5730.221706377159,5777,1,5778,9,5778.747354416577
3,5727.762460968378,5779,1,5780,9,5780.747388052809
3,5749.284840185178,5780,0,5781,9,5781.747404871411
4,5777.864711230168,5781,0,5782,9,5782.747421690338
1,5768.430354110502,5783,0,5784,9,5784.747455329166
0,5742.732097191644,5785,2,5786,9,5786.747488969291
3,5750.4774181486655,5788,0,5789,9,5789.747539431911
2,5780.684338671827,5789,0,5790,9,5790.747556253433
0,5764.915002893103,5791,0,5792,9,5792.74758989745
3,5759.197822904982,5792,0,5793,9,5793.747606719945
3,5787.478145210902,5793,0,5794,9,5794.747623542764
2,5789.133908830401,5796,0,5797,9,5797.747674013165
1,5786.8926837531035,5799,1,5800,9,5800.747724486484
2,5803.249603201694,5810,0,5811,9,5811.747909580265
4,5779.6300715964,5811,1,5812,9,5812.747926408915
3,5809.994808932365,5814,0,5815,9,5815.747976896809
5,5800.956855395609,5815,1,5816,9,5816.747993726754
3,5814.869759456946,5822,0,5823,9,5823.748111545431
0,5818.920143318032,5825,0,5826,9,5826.748162044003
3,5825.97888368998,5831,0,5832,9,5832.748263049878
4,5795.985758679279,5837,1,5838,9,5838.748364067391
2,5832.448244277978,5845,0,5846,9,5846.7484987755015
3,5847.386135292868,5849,0,5850,9,5850.748566137308
0,5837.922338326683,5850,0,5851,9,5851.748582978567
4,5825.006206425491,5852,0,5853,9,5853.748616662054
0,5849.678935366638,5854,0,5855,9,5855.748650346831
2,5835.321915554128,5860,0,5861,9,5861.748751408908
5,5853.531738718738,5864,0,5865,9,5865.748818790078
3,5853.378309162314,5865,0,5866,9,5866.748835636176
2,5856.213613272427,5869,0,5870,9,5870.748903023796
1,5893.702766061982,5902,0,5903,9,5903.749459168326
3,5894.14198333583,5907,1,5908,9,5908.749543463221
2,5904.063964133547,5908,0,5909,9,5909.749560323165
0,5889.872326771173,5919,1,5920,9,5920.749745803755
3,5900.351205371108,5920,0,5921,9,5921.749762667554
4,5907.716047860479,5922,0,5923,9,5923.749796396117
0,5914.555311800005,5923,0,5924,9,5924.74981326088
3,5923.423804666654,5933,0,5934,9,5934.749981926166
3,5940.399446939226,5945,0,5946,9,5946.7501843668615
2,5934.704193634179,5950,0,5951,9,5951.750268730778
2,5947.10958066364,5953,0,5954,9,5954.750319352974
0,5946.888842246137,5955,0,5956,9,5956.750353102707
0,5948.424300151646,5957,0,5958,9,5958.750386853721
1,5916.778947827127,5958,2,5959,9,5959.7504037297085
1,5941.9884510347265,5971,0,5972,9,5972.750623146683
4,5916.854813815678,5978,2,5979,9,5979.750741316687
3,5946.401750473801,5980,1,5981,9,5981.750775082423
4,5925.014659829597,5981,0,5982,9,5982.750791965771
3,5951.980970235062,5982,0,5983,9,5983.750808849439
5,5919.16409561775,5994,2,5995,9,5995.751011478384
4,5926.725499683374,5996,0,5997,9,5997.751045254348
