0.000000000000000000e+00,4.033283283741907217e+06,7.739813942694335245e+06,1.081931090645556152e+07,1.302229164549528435e+07,1.417028376196743175e+07,1.417028376196743175e+07,1.302229164549528621e+07,1.081931090645556152e+07,7.739813942694331519e+06,4.033283283741912805e+06,2.326547890936699114e+05,4.248794756418322213e+06,7.928030625466514379e+06,1.096513722730646841e+07,1.311396307113071904e+07,1.420040122522353381e+07,1.413642873851890303e+07,1.292722859074924514e+07,1.067077017187100649e+07,7.549883542996491306e+06,3.817533546182324644e+06,4.494545387908240664e+05,4.410210082037377171e+06,8.065818123807836324e+06,1.106997594060513377e+07,1.317797746127543040e+07,1.421875615724074841e+07,1.410791281388476305e+07,1.285443477582319826e+07,1.055997688398686051e+07,7.410793020262380131e+06,3.663970160823441576e+06,6.356247044281278504e+05,4.481735240522047505e+06,8.119450930544297211e+06,1.110715485523341596e+07,1.319766237137983739e+07,1.422048051954204217e+07,1.409242744350528158e+07,1.282391185566807725e+07,1.051813159608658403e+07,7.363397805528726429e+06,3.623335721991037019e+06,7.784780968781441916e+05,4.448576759030798450e+06,8.076215541131397709e+06,1.106737861737789027e+07,1.316793506761734746e+07,1.420511786269165762e+07,1.409416726160377823e+07,1.284413941768759489e+07,1.055725409020516276e+07,7.422108100104373880e+06,3.710061933807762805e+06,8.682794935217979364e+05,4.317516664028770290e+06,7.946343130218622275e+06,1.096059511111683026e+07,1.309647923349610716e+07,1.417674010405468196e+07,1.411266036223522946e+07,1.290949185366717912e+07,1.066610270141198300e+07,7.569110981987711042e+06,3.893874116895113140e+06
4.033283283741907217e+06,0.000000000000000000e+00,4.033283283741908148e+06,7.739813942694335245e+06,1.081931090645556152e+07,1.302229164549528435e+07,1.417028376196743175e+07,1.417028376196743175e+07,1.302229164549528435e+07,1.081931090645555966e+07,7.739813942694339901e+06,3.817533546182319522e+06,2.012749934119086945e+06,4.977679670985528268e+06,8.376846634949120693e+06,1.121702268566227704e+07,1.319313897750013694e+07,1.412687178071199730e+07,1.393740485033792630e+07,1.264101851475431211e+07,1.035085977279748395e+07,7.280364514665538445e+06,3.663970160823435988e+06,3.888334286454494111e+06,6.674439044518738985e+06,9.610835504429839551e+06,1.197483577554937452e+07,1.346968953737112880e+07,1.394272499893007800e+07,1.334844108644800633e+07,1.174417967842073739e+07,9.295963005468811840e+06,6.324770276333503425e+06,3.623335721991031431e+06,5.498935082944256254e+06,8.383455012625843287e+06,1.097938785120741837e+07,1.284809472372213751e+07,1.377407654238567315e+07,1.366291234254654497e+07,1.252564817479955591e+07,1.048004012913213298e+07,7.773977430505616590e+06,4.938153395846419036e+06,3.710061933807757217e+06,6.734792540951259434e+06,9.751122292067985982e+06,1.213084781568868272e+07,1.360308211538088694e+07,1.402550721845141426e+07,1.335908060845190100e+07,1.166570088853052072e+07,9.112612475048508495e+06,6.013406950413166545e+06,3.215009522116737440e+06,3.893874116895108018e+06,7.511685017063342966e+06,1.059757738752398640e+07,1.284793475790945999e+07,1.406970432440002821e+07,1.416081440870791487e+07,1.311369755535933934e+07,1.101568190869737975e+07,8.045490756913089193e+06,4.483084930789779872e+06,1.272768062509243609e+06
7.739813942694335245e+06,4.033283283741908148e+06,0.000000000000000000e+00,4.033283283741906751e+06,7.739813942694334313e+06,1.081931090645555966e+07,1.302229164549528249e+07,1.417028376196743175e+07,1.417028376196743362e+07,1.302229164549528435e+07,1.081931090645556524e+07,7.549883542996493168e+06,4.615040671651997603e+06,3.371802521563180722e+06,5.510413634559802711e+06,8.500261654449909925e+06,1.112379023903314024e+07,1.297965918514940515e+07,1.386544685041032173e+07,1.369402117485760339e+07,1.248191952561596595e+07,1.035085977279748954e+07,7.410793020262381993e+06,6.206678735901883803e+06,6.513822273448958062e+06,8.087055155295830220e+06,1.000707776308804005e+07,1.164573937489995360e+07,1.267202476746966317e+07,1.292628497708941810e+07,1.237265920677851699e+07,1.109092521741322801e+07,9.295963005468813702e+06,7.363397805528728291e+06,7.957696207875771448e+06,9.211935801999464631e+06,1.058238947498733550e+07,1.166592688618461415e+07,1.222810882774489373e+07,1.216636903697639331e+07,1.149146202649542503e+07,1.032935114207447693e+07,8.944102684264309704e+06,7.773977430505620316e+06,7.422108100104376674e+06,9.437113453093884513e+06,1.128227112908740900e+07,1.255553103346358798e+07,1.305671503546144255e+07,1.271705564381745271e+07,1.158265423628931120e+07,9.825111879389924929e+06,7.797052420420522802e+06,6.187754334011324681e+06,6.013406950413168408e+06,7.569110981987712905e+06,1.043215950695824251e+07,1.258373832356264628e+07,1.378878461180543527e+07,1.393127144046705030e+07,1.299791073102004267e+07,1.107730698914077133e+07,8.369229664258963428e+06,5.260945881988253444e+06,3.009720751642993186e+06,4.483084930789778009e+06
1.081931090645556152e+07,7.739813942694335245e+06,4.033283283741906751e+06,0.000000000000000000e+00,4.033283283741907682e+06,7.739813942694332451e+06,1.081931090645556152e+07,1.302229164549528435e+07,1.417028376196743175e+07,1.417028376196743362e+07,1.302229164549528807e+07,1.067077017187100649e+07,8.019889741133148782e+06,5.185167684656118974e+06,3.667688767203805037e+06,5.318060715645265765e+06,8.164991407044562511e+06,1.078984797552243434e+07,1.271796031358246692e+07,1.372055328021233156e+07,1.369402117485760152e+07,1.264101851475431398e+07,1.055997688398685865e+07,9.068108417747981846e+06,7.705529537708440796e+06,7.085430606064939871e+06,7.591245933410067111e+06,8.904452865319153294e+06,1.040732955667461269e+07,1.163967474270963110e+07,1.233578976669713110e+07,1.237265920677851699e+07,1.174417967842073925e+07,1.051813159608658403e+07,1.043269387148830667e+07,1.024839392238811962e+07,1.002031205835045688e+07,9.820390749545494094e+06,9.715410493757003918e+06,9.741928522086795419e+06,9.890610110671320930e+06,1.011036256643798761e+07,1.032935114207447693e+07,1.048004012913213298e+07,1.055725409020516276e+07,1.170554996188652143e+07,1.231324830838587508e+07,1.227232580320801772e+07,1.158969459228418209e+07,1.038849526831691526e+07,8.932597213988929987e+06,7.672244025287156925e+06,7.195930865440225229e+06,7.797052420420522802e+06,9.112612475048504770e+06,1.066610270141198300e+07,1.261810205450773425e+07,1.366206011422955059e+07,1.368800082555426285e+07,1.269329290083103441e+07,1.078231836674146168e+07,8.186612545567348599e+06,5.388787784954368137e+06,3.791108367800730281e+06,5.260945881988254376e+06,8.045490756913084537e+06
1.302229164549528435e+07,1.081931090645556152e+07,7.739813942694334313e+06,4.033283283741907682e+06,0.000000000000000000e+00,4.033283283741904888e+06,7.739813942694332451e+06,1.081931090645556152e+07,1.302229164549528249e+07,1.417028376196743175e+07,1.417028376196743362e+07,1.292722859074924327e+07,1.092944186945939064e+07,8.148712788446151651e+06,4.980268594097006135e+06,2.804385382944538258e+06,4.578632964997957461e+06,7.742224916155352257e+06,1.060300831313818134e+07,1.271796031358246505e+07,1.386544685041032173e+07,1.393740485033792816e+07,1.285443477582319826e+07,1.150501787552446686e+07,9.487045722421379760e+06,7.183435055265362374e+06,5.417656536507376470e+06,5.506021951886195689e+06,7.361460265422777273e+06,9.664128225580155849e+06,1.163967474270963110e+07,1.292628497708941810e+07,1.334844108644800633e+07,1.282391185566807538e+07,1.234243660401771031e+07,1.115293656140631251e+07,9.459528818174706772e+06,7.661723350207981654e+06,6.466730263435636647e+06,6.647769090425714850e+06,8.066653770175858401e+06,9.890610110671320930e+06,1.149146202649542503e+07,1.252564817479955591e+07,1.284413941768759489e+07,1.319138307769718580e+07,1.266255261391112767e+07,1.132677116896609589e+07,9.383656379188407212e+06,7.238011431452332996e+06,5.711942153590725735e+06,5.919450191109731793e+06,7.672244025287155062e+06,9.825111879389926791e+06,1.166570088853051886e+07,1.290949185366717912e+07,1.384152019914253056e+07,1.371959896871797182e+07,1.255551632392499596e+07,1.046610873315251805e+07,7.693804407831162214e+06,4.752966759969675913e+06,3.368845863873441238e+06,5.388787784954365343e+06,8.369229664258964360e+06,1.101568190869737603e+07
1.417028376196743175e+07,1.302229164549528435e+07,1.081931090645555966e+07,7.739813942694332451e+06,4.033283283741904888e+06,0.000000000000000000e+00,4.033283283741908148e+06,7.739813942694336176e+06,1.081931090645556152e+07,1.302229164549528621e+07,1.417028376196743362e+07,1.413642873851890117e+07,1.300754118525626138e+07,1.083373485595982336e+07,7.798343195293847471e+06,4.181529065093953162e+06,1.067492084887854755e+06,4.119083123919428326e+06,7.742224916155355982e+06,1.078984797552243620e+07,1.297965918514940888e+07,1.412687178071199730e+07,1.410791281388476305e+07,1.315332428206553310e+07,1.116207821388362534e+07,8.315750838830679655e+06,4.928590275763757527e+06,2.062236348304682411e+06,3.924174256308552343e+06,7.361460265422780067e+06,1.040732955667461269e+07,1.267202476746966504e+07,1.394272499893007800e+07,1.409242744350528158e+07,1.341639324887684733e+07,1.169567650021289848e+07,9.093038265131866559e+06,5.904338344654157758e+06,2.916442612591248006e+06,3.461839398134829476e+06,6.647769090425715782e+06,9.741928522086795419e+06,1.216636903697639517e+07,1.366291234254654311e+07,1.409416726160377823e+07,1.372196254807752557e+07,1.227567711829818599e+07,9.888542113105732948e+06,6.809077312935655937e+06,3.571898132479018066e+06,2.763585905938319862e+06,5.711942153590722941e+06,8.932597213988926262e+06,1.158265423628931120e+07,1.335908060845189728e+07,1.411266036223522946e+07,1.398806192166642472e+07,1.275056018450937793e+07,1.050740031007882394e+07,7.464310534806395881e+06,3.983934697479103226e+06,1.876998601293759188e+06,4.752966759969671257e+06,8.186612545567343011e+06,1.107730698914077133e+07,1.311369755535933562e+07
1.417028376196743175e+07,1.417028376196743175e+07,1.302229164549528249e+07,1.081931090645556152e+07,7.739813942694332451e+06,4.033283283741908148e+06,0.000000000000000000e+00,4.033283283741908614e+06,7.739813942694336176e+06,1.081931090645556524e+07,1.302229164549528435e+07,1.420040122522353381e+07,1.406256480271539837e+07,1.279096416104500741e+07,1.049056342538928613e+07,7.354530479018431157e+06,3.672621853093150072e+06,1.067492084887851961e+06,4.578632964997959323e+06,8.164991407044564374e+06,1.112379023903314583e+07,1.319313897750013694e+07,1.421875615724074841e+07,1.382966947185983509e+07,1.233521848786530830e+07,9.863125922647105530e+06,6.637283210939628072e+06,3.061677312450672500e+06,2.062236348304677987e+06,5.506021951886196621e+06,8.904452865319155157e+06,1.164573937489995547e+07,1.346968953737112693e+07,1.422048051954204217e+07,1.352958309497734532e+07,1.175988770171326399e+07,9.064622144574360922e+06,5.699734880550865084e+06,2.242084522625668906e+06,2.916442612591241486e+06,6.466730263435634784e+06,9.715410493757003918e+06,1.222810882774489559e+07,1.377407654238567315e+07,1.420511786269165762e+07,1.324104270849610120e+07,1.121317451007698476e+07,8.292167234934611246e+06,4.742226728952268139e+06,1.269697377803588985e+06,3.571898132479009684e+06,7.238011431452330202e+06,1.038849526831691153e+07,1.271705564381745271e+07,1.402550721845141239e+07,1.417674010405468196e+07,1.304439673175155185e+07,1.085559495090764016e+07,7.787921842087946832e+06,4.091181361886925064e+06,2.107824549583203043e+05,3.983934697479093447e+06,7.693804407831158489e+06,1.078231836674145609e+07,1.299791073102004267e+07,1.416081440870791301e+07
1.302229164549528621e+07,1.417028376196743175e+07,1.417028376196743175e+07,1.302229164549528435e+07,1.081931090645556152e+07,7.739813942694336176e+06,4.033283283741908614e+06,0.000000000000000000e+00,4.033283283741907682e+06,7.739813942694338039e+06,1.081931090645555779e+07,1.311396307113071904e+07,1.400228665041285753e+07,1.379992169845345616e+07,1.252532339480155334e+07,1.029829534125464968e+07,7.354530479018433951e+06,4.181529065093955956e+06,2.804385382944537792e+06,5.318060715645265765e+06,8.500261654449913651e+06,1.121702268566227332e+07,1.317797746127543226e+07,1.346553757312611304e+07,1.280425790954047069e+07,1.127206420989882573e+07,9.075467967284958810e+06,6.637283210939630866e+06,4.928590275763757527e+06,5.417656536507374607e+06,7.591245933410065249e+06,1.000707776308804378e+07,1.197483577554937266e+07,1.319766237137983739e+07,1.266954684095186554e+07,1.133261419753502496e+07,9.386084997181877494e+06,7.234162449264740571e+06,5.699734880550864153e+06,5.904338344654155895e+06,7.661723350207979791e+06,9.820390749545492232e+06,1.166592688618461415e+07,1.284809472372213565e+07,1.316793506761734933e+07,1.179950846076054312e+07,9.664005419474432245e+06,7.102163882899634540e+06,4.899860715345830657e+06,4.742226728952265345e+06,6.809077312935652211e+06,9.383656379188407212e+06,1.158969459228418022e+07,1.305671503546144255e+07,1.360308211538088508e+07,1.309647923349610716e+07,1.109765855447489023e+07,8.260219591209742241e+06,4.916934552928062156e+06,2.231641571078791283e+06,4.091181361886918545e+06,7.464310534806391224e+06,1.046610873315251805e+07,1.269329290083103254e+07,1.393127144046705030e+07,1.406970432440002821e+07
1.081931090645556152e+07,1.302229164549528435e+07,1.417028376196743362e+07,1.417028376196743175e+07,1.302229164549528249e+07,1.081931090645556152e+07,7.739813942694336176e+06,4.033283283741907682e+06,0.000000000000000000e+00,4.033283283741910476e+06,7.739813942694330588e+06,1.096513722730646841e+07,1.283191869845880754e+07,1.376005063273952343e+07,1.365433282284558937e+07,1.252532339480155148e+07,1.049056342538928799e+07,7.798343195293849334e+06,4.980268594097005203e+06,3.667688767203804571e+06,5.510413634559805505e+06,8.376846634949116968e+06,1.106997594060513377e+07,1.209745233026446216e+07,1.249890069334015436e+07,1.220786166669871099e+07,1.127206420989882573e+07,9.863125922647105530e+06,8.315750838830680586e+06,7.183435055265360512e+06,7.085430606064938940e+06,8.087055155295832083e+06,9.610835504429837689e+06,1.110715485523341596e+07,1.093420403574082255e+07,1.050338278710669465e+07,9.929444912411598489e+06,9.386084997181875631e+06,9.064622144574359059e+06,9.093038265131866559e+06,9.459528818174706772e+06,1.002031205835045502e+07,1.058238947498733550e+07,1.097938785120741837e+07,1.106737861737789027e+07,9.563592561605714262e+06,7.995864502458965406e+06,6.974352896527210250e+06,7.102163882899631746e+06,8.292167234934608452e+06,9.888542113105729222e+06,1.132677116896609403e+07,1.227232580320801586e+07,1.255553103346358612e+07,1.213084781568868272e+07,1.096059511111683026e+07,8.342224518260670826e+06,5.430499889634113759e+06,3.543970256407601759e+06,4.916934552928059362e+06,7.787921842087941244e+06,1.050740031007881835e+07,1.255551632392499410e+07,1.368800082555426285e+07,1.378878461180543713e+07,1.284793475790946186e+07
7.739813942694331519e+06,1.081931090645555966e+07,1.302229164549528435e+07,1.417028376196743362e+07,1.417028376196743175e+07,1.302229164549528621e+07,1.081931090645556524e+07,7.739813942694338039e+06,4.033283283741910476e+06,0.000000000000000000e+00,4.033283283741899766e+06,7.928030625466512516e+06,1.065406947550499812e+07,1.267521611008856073e+07,1.376005063273952343e+07,1.379992169845345803e+07,1.279096416104501113e+07,1.083373485595982708e+07,8.148712788446154445e+06,5.185167684656121768e+06,3.371802521563180257e+06,4.977679670985521749e+06,8.065818123807834461e+06,9.871483360381275415e+06,1.146434554356432334e+07,1.249890069334015436e+07,1.280425790954047255e+07,1.233521848786531016e+07,1.116207821388362907e+07,9.487045722421381623e+06,7.705529537708442658e+06,6.513822273448958062e+06,6.674439044518735260e+06,8.119450930544295348e+06,8.554093861745443195e+06,9.472198773972971365e+06,1.050338278710669652e+07,1.133261419753502496e+07,1.175988770171326585e+07,1.169567650021290034e+07,1.115293656140631437e+07,1.024839392238811962e+07,9.211935801999462768e+06,8.383455012625842355e+06,8.076215541131396778e+06,6.869666562979389913e+06,6.834537311483961530e+06,7.995864502458967268e+06,9.664005419474434108e+06,1.121317451007698476e+07,1.227567711829818599e+07,1.266255261391112953e+07,1.231324830838587508e+07,1.128227112908740714e+07,9.751122292067985982e+06,7.946343130218620412e+06,5.144603857387328520e+06,3.731113425824251957e+06,5.430499889634115621e+06,8.260219591209743172e+06,1.085559495090764016e+07,1.275056018450937793e+07,1.371959896871797182e+07,1.366206011422954872e+07,1.258373832356264628e+07,1.059757738752398640e+07
