,delay,load,tput
0,0.9392391569871428,0.1,0.12195121951219512
1,7.523617699275107,0.5125000000000001,0.47058823529411764
2,17.03557178662237,0.925,0.36363636363636365
3,11.894205439896602,1.3375000000000001,0.6060606060606061
4,33.62233173517568,1.7500000000000002,0.45454545454545453
5,19.818469681121872,2.1625,0.6896551724137931
6,20.384931337204076,2.575,0.851063829787234
7,19.633558977298854,2.9875000000000003,0.8163265306122449
8,20.183056420708734,3.4000000000000004,0.8333333333333334
9,29.804042697594962,3.8125000000000004,0.5714285714285714
10,28.843084166763852,4.225,0.6153846153846154
11,30.853088363027098,4.6375,0.625
12,29.25217789492812,5.05,0.6557377049180327
13,22.735817345014684,5.4625,0.8163265306122449
14,21.1184636312746,5.875,0.851063829787234
15,29.81039766833833,6.2875000000000005,0.6666666666666666
16,35.09752909934161,6.7,0.5797101449275363
17,37.9944747241084,7.1125,0.6060606060606061
18,29.810964989124688,7.525,0.6666666666666666
19,23.635397985571,7.9375,0.7843137254901961
20,45.10203903715037,8.35,0.43956043956043955
21,34.65387603852246,8.762500000000001,0.6153846153846154
22,36.05277452972548,9.175,0.5405405405405406
23,38.672220485855924,9.5875,0.5
24,44.53276619328273,10.0,0.45454545454545453
