i,timestamp,t_time,collisions
2,290.8546265206273,318,0
2,292.16821555374423,319,0
2,299.35716747142754,320,0
2,301.4307327423042,321,0
2,303.7247878324964,322,0
2,306.8130502653948,323,0
2,307.15567649590105,324,0
2,316.5290849447336,325,0
2,316.64297966918446,326,0
2,318.614934102391,327,0
2,324.97542592920075,328,0
2,326.00558497783646,329,0
2,327.04161589493356,330,0
2,328.5320958833893,331,0
3,305.48717072746234,342,5
3,309.1111983357996,343,0
3,309.23914948244396,344,0
3,312.5580710255562,345,0
3,315.2032945076407,346,0
2,346.77455452485776,349,2
2,349.21438462015703,351,1
2,351.7016800010555,352,0
3,315.67273585172995,353,3
3,316.09533799962185,354,0
3,318.1965734031008,355,0
3,318.81978092906,356,0
3,319.02054489936654,357,0
2,357.72594747459846,360,2
2,358.06401076492017,361,0
3,319.9467491331783,362,2
3,324.19806447614786,363,0
2,363.4014647728061,374,3
2,367.86269488724525,376,1
2,368.51604878906835,377,0
2,369.84676762632034,378,0
2,375.0671116066963,379,0
2,375.8106825209968,380,0
2,377.73975688414924,381,0
2,381.1399181011384,382,0
2,381.4481413776013,383,0
2,383.6460978253607,384,0
3,324.9932292807381,388,4
3,327.73982340188854,389,0
3,329.8410321887937,390,0
3,333.28039996939907,398,4
3,342.4198390406818,399,0
3,342.6137313643003,400,0
3,343.2544720030977,401,0
3,365.018171314627,402,0
3,376.9825149228596,403,0
0,99.6130247244018,406,1
0,99.80579906080615,407,0
0,105.22765373514783,411,2
0,107.6561522791244,412,0
0,114.71477769329509,413,0
0,120.24145382745466,414,0
0,120.61320045524381,415,0
0,136.1973710418973,416,0
0,138.40329784417438,417,0
0,140.25840896793264,418,0
0,144.3857537942444,419,0
0,147.97521903448893,420,0
0,151.77740289929983,421,0
0,155.5174348860791,422,0
0,159.74502016101223,423,0
0,161.06710092077375,425,1
0,166.71303688461145,426,0
0,182.85358372836217,427,0
0,184.12227346707192,428,0
0,189.65747339610604,429,0
0,189.95055809431034,430,0
0,198.62164232409282,431,0
0,200.91357346698558,432,0
0,206.09901550800527,433,0
0,214.69642865412283,435,1
0,222.5405307898,436,0
0,222.9645260534305,437,0
0,237.09515165122653,438,0
0,243.3656043613849,439,0
0,256.54907144679515,440,0
0,256.5596349271099,441,0
0,263.64760458601677,442,0
0,263.9117704770022,444,1
0,268.59144158383697,446,1
0,273.3297481500333,447,0
0,274.70597891230057,448,0
0,278.01403661863145,449,0
0,279.92140143022255,450,0
0,282.6010461290321,451,0
0,283.5480437514696,452,0
0,283.9293315536638,453,0
0,285.4791955162159,454,0
0,286.99766127753855,455,0
0,288.0708865164653,456,0
0,290.89499158973103,457,0
0,291.49914100929385,458,0
0,292.36344506243125,459,0
0,296.87494864439395,460,0
0,297.37288034182563,461,0
0,299.4465673802139,462,0
0,301.4970481458592,463,0
0,307.66618204608966,464,0
0,309.9116058227154,465,0
0,312.36741759208627,466,0
0,318.87244596945084,467,0
0,323.119400428636,468,0
0,323.9766479445222,469,0
0,324.307372808706,470,0
0,328.08890892723923,471,0
0,331.01782974636035,472,0
0,344.0623584244017,473,0
0,344.13512430519813,474,0
0,348.4655663532159,475,0
0,349.32343464723516,476,0
0,350.094636559834,477,0
0,351.1629134271038,478,0
0,359.33434013216277,479,0
0,366.7214170840478,480,0
0,367.74054305258943,481,0
0,368.6510643275532,482,0
0,371.13429633236547,483,0
0,375.3994327733502,484,0
0,377.3439241642913,485,0
0,377.5081568308309,486,0
0,377.54085388143005,487,0
0,384.86836250760825,488,0
0,386.9048789531895,489,0
0,398.37999906371994,490,0
0,398.9224562306663,491,0
0,400.1229974575741,492,0
0,400.86346849108537,493,0
0,406.6471878574331,494,0
0,412.55129111087,495,0
1,72.51253369222937,498,1
1,77.59707939495809,499,0
1,79.49829562379828,501,1
1,82.796963225262,502,0
1,86.30424994461406,503,0
1,91.37649131403919,505,1
1,94.16701092009855,507,1
1,106.76896053759647,508,0
1,112.73045832442574,509,0
1,113.65407707299953,510,0
1,114.36914336444434,511,0
1,116.1574773614532,512,0
1,118.73998005937494,513,0
1,118.78983020515099,515,1
1,120.45505222034302,516,0
1,121.98812854701097,517,0
1,122.51424626603497,519,1
1,122.64363473540811,520,0
1,123.10340553074595,521,0
1,128.0475524638878,522,0
1,128.26557927854859,523,0
1,129.08489165706519,524,0
1,135.0920480805364,525,0
1,136.6556982262105,526,0
1,143.62762245583008,527,0
1,158.89819415536118,528,0
1,163.51303084596833,529,0
1,171.07333748845528,530,0
1,180.22613759869375,531,0
1,180.9531260486657,532,0
1,183.1891631860621,533,0
1,185.93034529443395,534,0
1,187.7730729791101,535,0
1,202.00593586336825,536,0
1,202.6533365641067,537,0
1,204.0576667245968,538,0
1,211.04157046434315,539,0
1,215.8003353478659,540,0
1,223.49113788103207,541,0
1,235.4733459329347,542,0
1,236.87256215749608,543,0
1,238.13173333769896,544,0
1,238.4337532625255,545,0
1,245.25599938395072,546,0
1,250.3262210929955,547,0
2,391.63994480576605,550,1
2,396.1536786144898,551,0
2,401.87943876523974,555,2
2,402.4684898517088,556,0
2,405.12878182244737,557,0
2,409.04855516045654,558,0
2,410.6021181564553,559,0
2,416.0369192558748,560,0
2,422.30201194068184,561,0
2,423.1428337599044,562,0
2,425.0701213367389,563,0
2,430.77549298775403,568,2
2,445.98310899475143,569,0
2,447.99545467016645,570,0
2,451.40891270465653,571,0
2,456.09750437515567,572,0
2,459.2810762229164,573,0
2,463.4220187976535,574,0
2,466.6526564776255,575,0
2,470.4713823049331,576,0
2,472.96022798759145,577,0
2,475.3733793188171,578,0
2,482.2431040512198,579,0
2,487.9414354708328,580,0
2,488.6679462804678,581,0
2,495.8442974225864,583,1
2,499.2327579112122,584,0
2,499.3279319198014,585,0
2,501.27757611972066,586,0
2,509.462129515969,587,0
2,515.3054388643685,588,0
2,515.7716489078089,589,0
2,520.47895679465,590,0
2,525.8905603772719,591,0
2,531.0152552177416,592,0
2,531.4928547295822,593,0
2,537.0861384157591,594,0
2,537.7251719252617,595,0
2,558.0870206220046,596,0
2,562.4664178424607,597,0
2,568.1268236944878,598,0
2,569.7949748224858,599,0
2,575.0379997334503,600,0
2,582.8576634778414,601,0
2,586.2662114649382,602,0
2,587.5707424015147,603,0
2,589.8556081420672,604,0
2,591.4924401454498,605,0
2,594.6422041143695,606,0
2,605.7757394290521,607,0
2,606.8959260364458,608,0
2,608.857555162315,609,0
2,619.3621635545917,620,0
2,620.1320268702391,621,0
2,626.3776676590269,627,0
2,627.6432990655449,628,0
2,629.3858502021194,630,0
2,630.0342008160842,631,0
2,630.5184008344055,632,0
2,636.2506261479928,637,0
1,250.5975922137351,640,6
1,251.89368687331176,641,0
2,641.9539444925135,644,2
2,645.362003845289,647,1
2,647.4299519553329,648,0
2,647.4673871975015,649,0
2,647.4919627706565,650,0
2,649.7551019935019,652,1
2,650.4066197128267,653,0
2,652.9985139596929,654,0
2,655.9068186535175,656,0
1,257.33651067199,657,4
1,261.71449127590995,658,0
1,265.4053124232118,659,0
1,266.13651470508285,660,0
1,266.78161924821677,661,0
2,661.9249246125463,664,2
2,662.8035419670633,665,0
2,665.3770559723531,667,1
2,668.1228365350738,669,0
1,273.956404544601,673,3
1,280.2671238617488,676,2
1,280.78614493196875,677,0
1,283.5243667336495,679,1
1,286.1372087376088,680,0
1,288.9153450877437,681,0
1,294.97760685105703,683,1
1,300.087728837026,684,0
1,302.1990640678487,685,0
1,304.2522922081192,686,0
1,304.49655820769004,687,0
1,312.8740171046637,688,0
1,322.98017017691967,689,0
1,325.9570516902674,690,0
1,329.4983197288307,691,0
1,333.25623800093183,692,0
1,336.66755776032613,693,0
1,337.710939670652,694,0
1,338.11462582694065,696,1
1,346.63705755851595,697,0
1,350.3636298407915,699,1
1,355.0363952467269,700,0
1,367.4078905618013,701,0
1,369.5698801774368,702,0
1,374.89009366862325,703,0
1,377.05138669540304,704,0
1,386.39805714556445,705,0
1,389.10981838587406,709,3
1,394.2889817302626,712,2
1,402.61321233855534,713,0
1,404.2070007009711,714,0
1,408.83089354351483,715,0
1,408.87964299663844,716,0
1,418.8715323186377,718,1
1,419.52344052655195,719,0
1,421.47014002537105,720,0
1,426.08820925214485,721,0
1,426.61872622934646,722,0
1,426.8424444846563,723,0
1,430.4033374420609,724,0
1,432.53885043911123,726,1
1,434.8746696527765,727,0
1,439.62905386228016,728,0
1,442.8690139540061,729,0
1,446.2936453097682,730,0
1,448.4374941764542,731,0
1,448.4887214731473,732,0
1,451.7933373509926,733,0
1,452.0056243761574,734,0
1,456.9042847381225,735,0
1,457.5134571561322,736,0
1,459.79690199800115,737,0
1,480.4844025884367,738,0
1,481.26890297737737,739,0
1,483.03524090567686,740,0
1,484.43367319816093,741,0
1,484.7504294729533,742,0
1,486.86807710817186,743,0
1,488.35248635139504,744,0
1,488.51161509100535,745,0
1,489.26684401863196,746,0
1,495.1112017697887,747,0
1,496.7858375301191,748,0
1,498.56739156791696,749,0
1,499.17678969073773,750,0
1,501.6151165939491,751,0
1,501.8917445029959,752,0
1,507.4909342316362,754,1
1,508.17416891596844,755,0
1,508.403421108659,756,0
1,521.7416880814753,757,0
1,524.081105022482,758,0
1,524.7814003800034,759,0
1,528.7191968967958,761,1
1,530.5790015256695,762,0
1,531.8041832236976,763,0
1,532.7998676441118,764,0
1,545.1391016685698,765,0
1,550.8656341667481,766,0
1,553.1620891540645,767,0
1,559.4743268994739,768,0
1,571.6620946023148,769,0
1,573.0049651067656,770,0
1,576.0270943936935,771,0
1,580.1534002905048,772,0
1,580.4281855092289,773,0
1,586.2399193628034,774,0
1,586.8116066490479,775,0
1,586.885336671623,776,0
1,597.7982626561284,777,0
1,602.4679855848594,778,0
1,604.255348022198,779,0
1,608.435589282834,780,0
1,610.0673322762594,781,0
1,612.5048067246047,782,0
1,612.8435266622746,783,0
1,612.9271866526624,784,0
1,619.0864072350824,785,0
1,621.478154758192,786,0
1,622.2059432853858,787,0
1,627.25205044262,788,0
1,633.5252019571209,789,0
1,633.5519641815949,790,0
1,636.6297298656064,791,0
1,643.9867122294337,792,0
1,644.5180477778325,793,0
1,647.9982050310148,794,0
1,650.5690493313932,795,0
1,653.1023070054853,796,0
1,653.9325344416283,797,0
2,682.37601170275,800,1
2,683.6859027555485,801,0
2,687.5894925642275,804,2
2,694.6708452532195,805,0
2,696.755785801113,806,0
2,704.0743962824148,807,0
2,705.1825094755557,809,1
2,710.8142102593725,810,0
2,718.0872793344851,811,0
2,719.7928142054883,812,0
2,732.8000973000627,814,1
2,734.1249517215432,815,0
2,756.775397266746,816,0
2,758.5448264485988,817,0
2,763.7124787113078,818,0
2,786.4643567923304,819,0
2,792.4866376539288,820,0
2,796.3956889350394,821,0
2,797.3687999601437,822,0
2,806.658339734496,823,0
2,810.3068669430826,824,0
2,816.0308179842872,825,0
2,817.146435519852,826,0
2,823.4393050758349,827,0
2,825.9486522593529,828,0
2,826.0980817496741,829,0
2,828.8450485166721,830,0
2,832.3497614489661,833,0
2,832.6105991741074,834,0
1,660.145648479242,835,5
1,660.3474740728627,836,0
1,665.8781979290503,837,0
1,665.9737292906818,838,0
3,379.1305626007122,843,1
3,379.4543014441128,845,1
3,384.0219095286029,846,0
3,384.6507184357369,847,0
3,384.9738064677272,849,1
3,385.6489296040134,851,1
3,386.9678511803322,852,0
3,387.8438977487934,853,0
3,390.54217729617113,854,0
3,392.8945826306318,855,0
3,392.99408588914935,856,0
3,399.4844124292376,858,1
3,404.99635175796476,859,0
3,410.2842171716998,860,0
3,412.52209180265993,861,0
3,415.2351335172088,862,0
3,416.89307973601836,864,1
3,420.93889456149464,865,0
3,428.9570893003188,866,0
3,431.22781661593814,867,0
3,433.7925278753841,868,0
3,438.33904351768746,869,0
3,438.7852763989637,870,0
3,444.4345866947788,871,0
3,450.3266015620666,872,0
3,454.8396374033027,873,0
3,455.12795181596954,875,1
3,457.4409344801598,876,0
3,459.2422537970173,877,0
3,459.37485331310137,878,0
3,464.1678134643123,879,0
3,465.4009773158974,880,0
3,467.7772618390648,881,0
3,476.1647591519764,882,0
3,485.2527276658779,887,2
3,487.90447815936824,888,0
3,499.4514665502172,889,0
3,502.71769548893707,890,0
3,503.1173631972179,891,0
3,505.2507803481954,892,0
3,505.330697020953,893,0
3,514.2088802424594,894,0
3,527.8036492777746,895,0
3,529.5943207841351,896,0
3,536.2929205628755,897,0
3,536.5956454442854,898,0
3,539.5122550585703,899,0
3,543.3150159403962,900,0
3,548.2225955934679,901,0
3,551.9730139419855,902,0
3,554.5904862163544,903,0
3,558.056895741027,904,0
3,567.730729531094,905,0
3,572.4534220858476,906,0
3,573.9955539189513,907,0
3,581.2546654451846,908,0
3,581.5244181870354,909,0
3,581.5646633983833,910,0
3,582.8708374023028,911,0
3,599.2532976120854,912,0
3,604.2603617970929,913,0
3,604.5602424235323,914,0
3,608.2142365081263,915,0
3,611.8941672976975,916,0
3,614.2030534245828,918,1
3,614.3177121641619,919,0
3,616.3696852618507,920,0
3,617.4037882305126,921,0
3,619.2734469435428,922,0
3,624.2042534356152,923,0
3,624.7062274430806,924,0
3,638.604491610986,925,0
3,641.0151628085896,926,0
3,641.6808442567163,927,0
3,641.854048743586,928,0
3,642.4393695250408,929,0
1,669.4632486809611,932,1
1,674.5778906533927,934,1
1,676.1189271815425,935,0
1,677.7964902589691,936,0
1,690.8747253367504,937,0
1,690.895202974409,938,0
1,693.3152487260968,939,0
1,694.0671765649627,941,1
1,699.0643151984495,942,0
1,700.2155873069602,943,0
1,700.6989037674317,944,0
1,707.9485573838488,945,0
1,708.1944411044636,946,0
1,708.3208325860646,947,0
1,709.1740544606909,948,0
1,711.3090692935235,949,0
1,713.5223508867028,950,0
1,714.4580945577144,951,0
1,714.6547670039528,952,0
1,716.0448756614092,953,0
1,719.8056893514049,955,1
1,724.5609640394168,957,1
1,727.0766539189738,958,0
1,730.2464927742296,959,0
1,740.3673515599078,960,0
1,741.8849283468124,961,0
1,742.2122738664734,962,0
1,750.8077327336595,963,0
1,763.6430288188288,964,0
1,772.7512348726505,965,0
1,777.4380744921843,966,0
1,781.1730178157939,967,0
1,785.6217072302109,968,0
1,788.2190694646439,969,0
1,791.898126401179,970,0
1,792.5217240917893,971,0
1,796.5299264867044,972,0
1,801.4300375870241,973,0
1,802.9885550057604,974,0
1,805.9406326472408,975,0
1,808.4666679645273,977,1
1,808.5960071087767,978,0
1,810.7373117048817,979,0
1,818.0618064972734,980,0
1,819.1273422020441,981,0
1,822.2831946438688,982,0
1,823.1349215186648,983,0
1,831.3012411139674,984,0
1,833.0710473713743,985,0
1,836.504297233345,986,0
1,839.1325784970383,987,0
1,849.7126074446998,988,0
1,851.1683434449432,989,0
1,852.570717943644,990,0
1,853.7044379446598,991,0
1,869.6074641492739,992,0
1,874.3942984224037,993,0
1,874.6810154251799,994,0
1,881.3314289395655,995,0
1,883.3485873295313,996,0
1,888.0606617671491,997,0
1,893.0497200346119,998,0
1,895.6770729037082,999,0
1,895.814500745162,1000,0
1,895.8732587898614,1001,0
1,919.4258728608427,1002,0
1,921.9072854931367,1003,0
1,922.3855420167166,1004,0
1,924.3301995411541,1005,0
1,933.5136350015064,1006,0
1,935.0874937403378,1007,0
1,935.2684717582632,1008,0
1,936.7036385610896,1009,0
1,937.0821745650028,1010,0
1,947.1704990403872,1011,0
1,947.6883575573213,1012,0
1,958.6074362673526,1013,0
1,960.4223373206662,1014,0
1,964.915655672113,1015,0
1,970.0437154474248,1016,0
1,975.67323173614,1017,0
1,977.5072183958272,1018,0
1,977.5677339001996,1019,0
1,981.7835380559375,1020,0
1,982.9060468200263,1021,0
1,995.8108502370844,1022,0
1,998.9423764632899,1023,0
1,1002.2635047042367,1024,0
1,1004.5360289052799,1025,0
1,1008.7033740286316,1026,0
1,1019.4544048758514,1027,0
1,1026.521011034049,1028,0
1,1030.7732807730706,1031,0
1,1033.0113831736965,1034,0
1,1035.0306386935927,1036,0
1,1038.758640495675,1039,0
1,1039.123529093116,1040,0
1,1040.3535344753852,1041,0
1,1041.6306822628626,1042,0
1,1041.9955448860699,1043,0
1,1042.058026657824,1044,0
1,1048.5397639852981,1049,0
1,1054.1201021787824,1055,0
1,1057.9857032048012,1058,0
1,1061.9634873941525,1062,0
1,1063.1400851829653,1064,0
2,839.5637183679042,1065,8
2,840.5145121170546,1066,0
0,418.3189245591849,1070,8
0,428.87805306143173,1072,1
0,430.6969715620699,1073,0
0,432.7041906048211,1074,0
2,855.0773011779122,1078,4
2,856.8219997870339,1080,1
2,858.5358649621231,1082,1
2,863.5051094162241,1084,1
2,863.9086548950139,1085,0
2,864.7947740227994,1086,0
2,874.6036881374653,1087,0
2,882.3327106640452,1089,1
2,887.3203166235159,1090,0
2,888.8112857743278,1091,0
2,888.9454169406613,1092,0
2,891.019698259746,1093,0
2,893.9871917945633,1094,0
2,899.8992663340674,1095,0
2,900.941937845906,1096,0
2,902.8234833146528,1097,0
2,907.0158195677568,1098,0
2,916.3655310290848,1099,0
2,922.8329772034745,1100,0
2,923.5838089125959,1101,0
2,924.3526846046692,1102,0
2,925.937164033869,1103,0
2,930.1341977144007,1104,0
2,934.3174537399748,1105,0
2,935.1500383792654,1108,2
2,942.1069118376415,1109,0
2,944.0167989474205,1110,0
2,947.7932415310755,1111,0
2,948.9517913615091,1112,0
2,954.3797396302117,1113,0
2,956.1667501799631,1114,0
2,965.2969868210071,1115,0
2,972.7043233193391,1116,0
2,972.8046530129075,1117,0
2,976.6438099522403,1118,0
2,982.2039033729079,1119,0
2,988.9676860154826,1120,0
2,990.8698503914379,1121,0
2,991.1698489345189,1122,0
2,991.9376003662213,1123,0
2,1020.458333753769,1124,0
2,1020.8729913443146,1125,0
2,1021.419086488068,1126,0
2,1027.914738829351,1127,0
2,1030.043523407154,1128,0
2,1052.8857434193253,1129,0
2,1068.6999402224767,1130,0
2,1069.184102819503,1131,0
2,1069.9361520402283,1132,0
2,1074.8379707833456,1133,0
2,1075.3909287815816,1134,0
2,1080.0685502025142,1135,0
2,1086.1385059258075,1136,0
3,649.5529005820703,1139,1
3,651.6562626102746,1140,0
3,655.4916473984302,1142,1
3,657.2541442696631,1143,0
3,660.3363532198663,1144,0
3,667.1542789126488,1146,1
3,677.1039657414949,1147,0
3,681.0691490963386,1149,1
3,683.3278626573117,1150,0
3,684.4336402478656,1151,0
3,686.2319915187218,1152,0
3,693.0549980842173,1153,0
3,696.1236353706304,1154,0
3,698.7700878556373,1155,0
3,701.3411236992981,1156,0
3,702.6190916771451,1157,0
3,702.8884478003998,1158,0
3,703.6930352694674,1160,1
3,710.6411317776574,1162,1
3,717.7291000461455,1163,0
3,719.26764885735,1164,0
3,727.0909109556402,1165,0
3,731.1724873864592,1167,1
3,733.7156960750899,1168,0
3,734.1161393724101,1169,0
3,734.4793759756917,1170,0
3,735.1394726384982,1171,0
3,739.9888993261021,1172,0
3,743.9715153950632,1173,0
3,747.3047931890949,1174,0
3,752.8649894111221,1175,0
3,755.4915748872919,1176,0
3,776.2335364161723,1177,0
3,776.5539407277192,1178,0
3,778.4504416955815,1179,0
3,778.8222390355716,1180,0
3,780.2754412873173,1181,0
3,789.6702440855862,1182,0
3,790.6580986937788,1183,0
3,791.7825834384467,1184,0
3,797.315546514191,1185,0
3,798.5184582841321,1186,0
3,801.5203122908233,1187,0
3,806.426961760267,1188,0
3,807.5788751694212,1189,0
3,808.2626286971744,1191,1
3,810.027899926463,1192,0
3,810.8219684879655,1193,0
3,811.9239785529528,1194,0
3,812.0048414371058,1195,0
3,814.2303807637545,1196,0
3,819.4283979378504,1197,0
3,830.8897669025372,1198,0
3,835.8160806276582,1199,0
3,836.2404032128966,1200,0
3,836.5910440577301,1201,0
3,839.8406563763083,1202,0
3,845.6481721274113,1203,0
3,853.2242747803084,1204,0
3,870.2943088304718,1205,0
3,871.3332969766076,1206,0
3,880.0201516508674,1207,0
3,885.0056138127046,1208,0
3,885.2725474599721,1209,0
3,885.5884996957111,1210,0
3,885.8242811628917,1211,0
3,901.4191714896671,1212,0
3,901.9776053481701,1213,0
3,904.837053045716,1214,0
3,908.576201448745,1215,0
3,912.3081318136958,1216,0
3,916.3720084807404,1217,0
3,917.5482397120909,1218,0
3,936.0591816057566,1219,0
3,940.3736251558563,1220,0
3,940.8498840061332,1221,0
3,941.2209291529757,1222,0
3,943.6719989230412,1223,0
3,956.6879344898459,1224,0
3,958.4291760673659,1225,0
3,962.4743334817691,1226,0
3,964.7004700866429,1227,0
3,966.0819760471883,1228,0
3,969.3844178313634,1229,0
3,969.651914842703,1230,0
3,972.0942275697565,1231,0
3,974.6693251923712,1232,0
3,988.331555783121,1233,0
3,992.3815610440314,1234,0
3,997.2319887010136,1235,0
3,998.2492316168982,1236,0
3,1003.4824951945703,1237,0
3,1007.7082409050319,1238,0
3,1011.1964824238798,1239,0
3,1013.8134539224575,1241,1
3,1021.6703948434293,1242,0
3,1024.7405323290689,1243,0
3,1027.8182073620333,1244,0
3,1031.2424434063328,1245,0
3,1032.0252033200784,1246,0
3,1037.4069459687396,1247,0
3,1038.5525019758716,1248,0
3,1042.3335693840493,1249,0
3,1046.9884235931142,1250,0
3,1054.8090619715808,1251,0
3,1059.2345830024346,1252,0
3,1064.195341478729,1253,0
3,1064.4997808700916,1254,0
3,1064.5203375330038,1255,0
3,1065.8465406355422,1257,1
3,1071.493841257937,1258,0
3,1075.0441017007422,1259,0
3,1082.6197379129371,1260,0
3,1088.8787450026625,1261,0
3,1090.885519187333,1262,0
3,1093.2436185766862,1263,0
3,1098.0450452682237,1264,0
3,1114.5301350740585,1265,0
3,1115.4747720462035,1266,0
3,1117.129577760785,1267,0
3,1121.0552532372187,1268,0
3,1122.3078300706852,1269,0
3,1139.660607540781,1270,0
3,1140.9397789372906,1271,0
3,1143.0621858625339,1272,0
3,1144.3345353845184,1273,0
3,1145.9021057258349,1274,0
3,1148.5795955521241,1276,1
3,1153.119337989788,1277,0
3,1157.411507076407,1278,0
3,1160.1030482459958,1279,0
3,1161.611790035757,1280,0
3,1173.4496409151654,1281,0
3,1173.615496920513,1282,0
3,1174.799880361588,1283,0
3,1179.4723894100766,1284,0
3,1179.7649067440257,1285,0
3,1179.8844070341645,1286,0
3,1182.0315117193463,1287,0
3,1183.0633310038597,1288,0
3,1184.499558150245,1289,0
3,1209.4975992167401,1290,0
3,1209.8570544297013,1291,0
3,1215.1365338180922,1292,0
3,1218.1236680347843,1293,0
3,1218.797264827395,1294,0
3,1220.8160943705334,1295,0
3,1229.1717364325368,1296,0
2,1094.0169030427237,1299,1
2,1095.473221123292,1300,0
2,1100.8230763079305,1302,1
2,1102.4176308851067,1307,2
2,1108.7365201398013,1308,0
2,1115.4453058391864,1309,0
2,1126.6519770507805,1310,0
2,1138.3385282860504,1311,0
2,1141.012521346371,1312,0
2,1143.4389028214482,1313,0
2,1148.7800946715734,1314,0
2,1153.148006122534,1315,0
2,1154.0729287592762,1316,0
2,1154.326954168076,1317,0
2,1156.4783767403328,1318,0
2,1157.0116766336391,1319,0
2,1158.3604796179006,1320,0
